1.0, -1.96282976219e-17
0.985, -0.0921212269132
0.97, -0.203255288147
0.955, -0.315786234033
0.94, -0.41094001015
0.925, -0.471854831845
0.91, -0.495090598733
0.895, -0.486395183753
0.88, -0.457462573146
0.865, -0.420032101839
0.85, -0.383160286975
0.5, 0.0267213121266
0.15, 0.348393153122
0.135, 0.341959266812
0.12, 0.331642532944
0.105, 0.317284648448
0.09, 0.299409975482
0.075, 0.277329459141
0.06, 0.24928909567
0.045, 0.211746015102
0.03, 0.160372890338
0.015, 0.0903501776727
0.0, 2.35025280158e-17
