1.0, 0.00557174692867
0.985, 0.00790908170476
0.97, 0.0102464164808
0.955, 0.0122493030535
0.94, 0.01414764986
0.925, 0.0153799854287
0.91, 0.0163562910371
0.895, 0.0166660082593
0.88, 0.0168401239062
0.865, 0.0165053518572
0.85, 0.0161611524133
0.5, 0.00312267406226
0.15, -0.01492819148
0.135, -0.015427773905
0.12, -0.0157104921098
0.105, -0.01592617965
0.09, -0.0157218542577
0.075, -0.0150546691418
0.06, -0.0140636034529
0.045, -0.0123066213596
0.03, -0.0101884328868
0.015, -0.00745266764604
0.0, -0.00448653167403
