1.0, -6.57603247139e-17
0.985, -0.248093597794
0.97, -0.508838579257
0.955, -0.575451326943
0.94, -0.517344104822
0.925, -0.462884266645
0.91, -0.435611869134
0.895, -0.418568758703
0.88, -0.40184417488
0.865, -0.384047105993
0.85, -0.365635307164
0.5, 0.0117353203973
0.15, 0.373156598174
0.135, 0.391203646427
0.12, 0.410577205698
0.105, 0.429839889146
0.09, 0.444604520562
0.075, 0.447538426222
0.06, 0.43102617752
0.045, 0.39189689897
0.03, 0.330851491803
0.015, 0.219395406616
0.0, 1.0988209314e-16
