1.0, 1051.61405449
0.985, 67.9751927784
0.97, -1045.88445774
0.955, -636.260967436
0.94, 55.7086736077
0.925, 142.243518003
0.91, 44.0681182536
0.895, -2.72565281941
0.88, -8.25075097675
0.865, -4.17703549212
0.85, -1.06338407653
0.5, -8.13085460562e-08
0.15, -4.17317421162
0.135, -5.79680843279
0.12, -0.596381366741
0.105, 19.9781761855
0.09, 55.4103712038
0.075, 94.4528463272
0.06, 112.588445462
0.045, 96.7199288531
0.03, 223.875722004
0.015, 561.120609685
0.0, 261.037477952
