1.0, 0.00312954706455
0.985, 0.0168045108046
0.97, 0.0300728272248
0.955, 0.0421863367005
0.94, 0.0534087185056
0.925, 0.0631857249941
0.91, 0.0713571499638
0.895, 0.0779962427823
0.88, 0.0834619261509
0.865, 0.0873821214788
0.85, 0.089920933122
0.5, 0.00378526749582
0.15, -0.0903673871641
0.135, -0.0879126933478
0.12, -0.0842370893069
0.105, -0.0789083914764
0.09, -0.0725096769197
0.075, -0.0641968848349
0.06, -0.0544667317029
0.045, -0.0433705769893
0.03, -0.0308780916609
0.015, -0.0172420476955
0.0, -0.00295401694625
