1.0, 0.00305379284721
0.985, 0.0171658716927
0.97, 0.0307478445302
0.955, 0.0430356678846
0.94, 0.0543717100245
0.925, 0.064195686329
0.91, 0.0723543799338
0.895, 0.0789481808814
0.88, 0.0843476281258
0.865, 0.088180813595
0.85, 0.0906195767671
0.5, 0.00225718281753
0.15, -0.0912973945148
0.135, -0.0887226758474
0.12, -0.0849158561364
0.105, -0.0794425695914
0.09, -0.0728953433142
0.075, -0.0644354705848
0.06, -0.0545708316221
0.045, -0.043366096842
0.03, -0.0308099132578
0.015, -0.0171846439066
0.0, -0.00301306790189
