1.0, 0.00511382270069
0.985, 0.0030829489643
0.97, 0.00105207522791
0.955, -0.000853783453626
0.94, -0.00283115446119
0.925, -0.0046853509637
0.91, -0.0065131353266
0.895, -0.00878277376396
0.88, -0.0105975505113
0.865, -0.0123898046557
0.85, -0.0139552779418
0.5, 0.00152995172072
0.15, 0.0141299870571
0.135, 0.0126217367407
0.12, 0.0105177214812
0.105, 0.00858627139488
0.09, 0.0066543620263
0.075, 0.00457242533617
0.06, 0.0023897394017
0.045, 0.000322619826168
0.03, -0.00180019003515
0.015, -0.00405077733767
0.0, -0.00630136464018
